        time         |   x    |   y    |  cell   |      rx_level       
 2007-05-28 00:00:00 | 162535 | 590810 | SBAKOV1 | -88.285697937011719
 2007-05-28 00:00:00 | 162535 | 590815 | SBAKOV1 |     -87.36669921875
 2007-05-28 12:56:00 | 162540 | 590595 | SBAKOV1 |              -88.75
 2007-05-28 00:00:00 | 162540 | 590600 | SBAKOV1 | -90.708396911621094
 2007-05-28 12:55:59 | 162540 | 590605 | SBAKOV1 | -88.800003051757812
 2007-05-28 12:55:58 | 162540 | 590610 | SBAKOV1 |               -88.5
 2007-05-28 00:00:00 | 162540 | 590615 | SBAKOV1 |              -88.75
 2007-05-28 13:32:51 | 162540 | 590620 | SBAKOV1 | -90.199996948242188
 2007-05-28 12:56:03 | 162545 | 590575 | SBAKOV1 | -84.599998474121094
 2007-05-28 12:56:02 | 162545 | 590580 | SBAKOV1 |                 -88
 2007-05-28 00:00:00 | 162545 | 590585 | SBAKOV1 |              -86.25
 2007-05-28 12:56:01 | 162545 | 590590 | SBAKOV1 | -85.613601684570312
 2007-05-28 13:32:53 | 162545 | 590595 | SBAKOV1 | -85.666702270507812
 2007-05-28 00:00:00 | 162550 | 590545 | SBAKOV1 | -90.900001525878906
 2007-05-28 00:00:00 | 162550 | 590550 | SBAKOV1 | -90.833396911621094
 2007-05-28 00:00:00 | 162550 | 590555 | SBAKOV1 |               -91.5
 2007-05-28 00:00:00 | 162550 | 590560 | SBAKOV1 | -85.050003051757812
 2007-05-28 00:00:00 | 162550 | 590565 | SBAKOV1 |              -81.75
 2007-05-28 12:56:03 | 162550 | 590570 | SBAKOV1 |               -82.5
 2007-05-28 00:00:00 | 162555 | 590515 | SBAKOV1 |               -95.5
 2007-05-28 12:56:09 | 162555 | 590520 | SBAKOV1 |                 -97
 2007-05-28 12:56:08 | 162555 | 590525 | SBAKOV1 |             -91.625
 2007-05-28 12:56:07 | 162555 | 590530 | SBAKOV1 | -89.666702270507812
 2007-05-28 12:56:07 | 162555 | 590535 | SBAKOV1 | -89.166603088378906
 2007-05-28 00:00:00 | 162555 | 590540 | SBAKOV1 |               -88.5
 2007-05-28 12:56:13 | 162560 | 590470 | SBAKOV1 |                 -92
 2007-05-28 12:56:13 | 162560 | 590475 | SBAKOV1 | -92.464302062988281
 2007-05-28 00:00:00 | 162560 | 590480 | SBAKOV1 | -91.666603088378906
 2007-05-28 00:00:00 | 162560 | 590485 | SBAKOV1 | -92.550003051757812
