        time         |   y    |   x    |  cell   |        rscp         
 2004-10-29 00:00:00 | 410530 | 126730 | KZLATA  |               -67.5
 2004-10-29 00:00:00 | 410530 | 126750 | KZLATA  | -77.099999999999994
 2004-10-29 00:00:00 | 410540 | 126750 | KZLATA  | -71.400000000000006
 2004-10-29 00:00:00 | 410550 | 126730 | KZLATA  | -73.299999999999997
 2004-10-29 00:00:00 | 410550 | 126750 | KZLATA  | -71.599999999999994
 2004-10-29 00:00:00 | 410560 | 126750 | KZLATA  |               -71.5
 2004-10-29 00:00:00 | 410570 | 126730 | KZLATA  | -80.900000000000006
 2004-10-29 00:00:00 | 410570 | 126760 | KZLATA  |                 -77
 2004-10-29 00:00:00 | 410580 | 126760 | KZLATA  |               -70.5
 2004-10-29 00:00:00 | 410590 | 126740 | KZLATA  | -69.400000000000006
 2004-10-29 00:00:00 | 410590 | 126760 | KZLATA  | -64.299999999999997
 2004-10-29 00:00:00 | 410610 | 126740 | KZLATA  |                 -68
 2004-10-29 00:00:00 | 410610 | 126760 | KZLATA  | -64.799999999999997
 2004-10-29 00:00:00 | 410620 | 126380 | KZLATA  | -102.09999999999999
 2004-10-29 00:00:00 | 410620 | 126390 | KZLATA  | -102.34999999999999
 2004-10-29 00:00:00 | 410620 | 126400 | KZLATA  | -102.09999999999999
 2004-10-29 00:00:00 | 410620 | 126760 | KZLATA  | -64.700000000000003
 2004-10-29 00:00:00 | 410630 | 126380 | KZLATA  |              -103.7
 2004-10-29 00:00:00 | 410630 | 126400 | KZLATA  |              -102.2
 2004-10-29 00:00:00 | 410630 | 126740 | KZLATA  | -62.399999999999999
 2004-10-29 00:00:00 | 410630 | 126760 | KZLATA  |                 -64
 2004-10-29 00:00:00 | 410640 | 126380 | KZLATA  | -104.40000000000001
 2004-10-29 00:00:00 | 410640 | 126390 | KZLATA  |              -103.5
 2004-10-29 00:00:00 | 410640 | 126400 | KZLATA  | -100.90000000000001
 2004-10-29 00:00:00 | 410640 | 126410 | KZLATA  | -101.09999999999999
 2004-10-29 00:00:00 | 410640 | 126740 | KZLATA  |                 -64
