MJURSI;31.0;1258.925
MZAMU;30.0;1000
SARCON;30.0;1000
SBAKOV;33.0;1995.262
SBANOV;29.0;794.328
SBELTI;31.0;1258.925
SBORAC;30.0;1000
SCERNE;29.6;912.011
SEJEM;30.0;1000
SHRASE;31.0;1258.925
SILOS;30.0;1000
SLJUTK;31.0;1258.925
SMORTO;31.0;1258.925
SOBGD;31.0;1258.925
SOBJUG;31.0;1258.925
SOBKOM;31.0;1258.925
SOBOT;30.0;1000
SODRAN;31.5;1412.538
SPOLAN;31.0;1258.925
SPUCON;30.0;1000
SRADEN;31.0;1258.925
SRADG;31.0;1258.925
STURNI;31.0;1258.925
